short_name;value_eur;wage_eur;player_positions;club;id
B. Jokič;        0;     0;LWB, LB, CB;Slovenia; 2432
T. Reginiussen;  2700000;  6000;CB;Rosenborg BK; 2433
H. Medunjanin;  2700000;  8000;CM, CDM;Philadelphia Union; 2434
G. Svensson;  3700000;  7000;CDM, CB, CM;Seattle Sounders FC; 2435
T. Sippel;  3600000; 17000;GK;Borussia Mönchengladbach; 2436
N. Bertolo;  3400000; 14000;LM, CAM, RM;Club Atlético Banfield; 2437
G. Bong;  4100000; 35000;LB, LWB;Brighton & Hove Albion; 2438
K. Grosicki;  4900000; 14000;LM;Hull City; 2439
A. Aguilar;  2200000;  2000;CDM, CM;Unión Magdalena; 2440
P. Baysse;  4200000; 24000;CB;FC Girondins de Bordeaux; 2441
L. Deaux;  4600000;  8000;CDM, CM;En Avant de Guingamp; 2442
L. Christodoulopoulos;  4400000;  1000;LM, RM;Olympiacos CFP; 2443
Ivo;  4300000; 13000;CM;Henan Jianye FC; 2444
S. Arfield;  5000000; 43000;CM, LM;Rangers FC; 2445
Adrián González;  4800000; 10000;CM, CAM, CDM;Málaga CF; 2446
R. Hennings;  5000000; 28000;ST;Fortuna Düsseldorf; 2447
L. Robles;  1500000;  4000;GK;New York Red Bulls; 2448
Titi;  4200000; 20000;CB;Göztepe SK; 2449
H. Saivet;  5500000; 34000;CAM, CM, CDM;Newcastle United; 2450
A. Chedjou;  2100000; 28000;CB;Medipol Başakşehir FK; 2451
F. Frei;  4600000; 21000;CDM, CB;FC Basel 1893; 2452
B. Bannan;  5500000; 26000;CM, CDM;Sheffield Wednesday; 2453
A. Bjelland;  4600000; 17000;CB;FC København; 2454
N. Müller;  4900000; 28000;RM, LM;Eintracht Frankfurt; 2455
J. Biabiany;  4900000; 38000;RW, LW, RM;Parma; 2456
Sergio Tejera;  5500000; 11000;CM, CDM;Real Oviedo; 2457
H. Arter;  5500000; 38000;CM, CDM;Fulham; 2458
Fábio Pacheco;  4300000; 10000;CDM, CM;Moreirense FC; 2459
J. Russell;  5500000;  9000;RW, LW;Sporting Kansas City; 2460
Yoel;  3800000; 15000;GK;SD Eibar; 2461
J. Chester;  4600000; 41000;CB;Aston Villa; 2462
J. van der Heijden;  4200000; 12000;CB;Feyenoord; 2463
F. Navarro;  4400000; 23000;RB;Club León; 2464
Dentinho;  5500000;  1000;CAM;Shakhtar Donetsk; 2465
M. Alustiza;  2600000;  7000;ST, CAM;Puebla FC; 2466
Montoro;  4300000; 17000;CDM;Granada CF; 2467
R. Halliche;  3600000; 10000;CB;Moreirense FC; 2468
J. Dueñas;  5000000; 53000;CM, LB;Tigres U.A.N.L.; 2469
S. Morrison;  4900000; 24000;CB;Cardiff City; 2470
C. Zambrano;        0;     0;CB;Peru; 2471
A. Chahechouhe;  4400000; 16000;LM, CAM;Antalyaspor; 2472
Juanfran;  4400000; 12000;RB, RWB;Alanyaspor; 2473
L. Balogun;  4200000; 35000;CB, RB;Brighton & Hove Albion; 2474
B. Ecuélé Manga;  4600000; 12000;CB, RB;Dijon FCO; 2475
B. Poulain;  4200000; 12000;CB;Kayserispor; 2476
M. Valdifiori;  2700000; 12000;CDM, CM;SPAL; 2477
A. N'Diaye;  5500000; 10000;CM, CDM;Málaga CF; 2478
Alex Bergantiños;  2200000;  8000;CDM, CM;Deportivo de La Coruña; 2479
E. Room;  3800000;  6000;GK;Columbus Crew SC; 2480
B. Fornaroli;  5000000;  9000;ST;Perth Glory; 2481
M. Risse;  5500000; 24000;RM, RB;1. FC Köln; 2482
D. Diekmeier;  4600000;  7000;RB, RWB;SV Sandhausen; 2483
J. Hoilett;  5500000; 26000;LM, LW, RM;Cardiff City; 2484
M. Ekici;  5500000; 51000;CAM, CM, CDM;Fenerbahçe SK; 2485
J. Hušbauer;  5500000;  1000;CM, CAM;SK Slavia Praha; 2486
Alcalá;  4600000;  9000;CB;Girona FC; 2487
Balenziaga;  4100000; 18000;LB;Athletic Club de Bilbao; 2488
S. Sunzu;  4600000; 16000;CB;FC Metz; 2489
Míchel;  5000000; 18000;CM, CDM;Real Valladolid CF; 2490
O. Martínez;  3300000; 19000;CM, CDM;Club Atlas; 2491
Pedro Sánchez;  4400000;  9000;RM, CAM;Deportivo de La Coruña; 2492
I. Opara;  4600000;  7000;CB;Minnesota United FC; 2493
M. Caruzzo;  2100000; 14000;CB;Rosario Central; 2494
M. Silvestri;  4100000; 12000;GK;Hellas Verona; 2495
Sandro;  4600000; 14000;CDM, CM;Genoa; 2496
C. Borges;  4300000; 20000;CDM, CM;Göztepe SK; 2497
P. Pekarík;  3500000; 21000;RB;Hertha BSC; 2498
G. Töre;  6000000; 14000;RM, LM;Yeni Malatyaspor; 2499
S. Sow;  4600000; 34000;CDM, CM;Nottingham Forest; 2500
A. Bedoya;  4300000;  8000;CM, CDM;Philadelphia Union; 2501
S. Corchia;  4800000; 14000;RB;Sevilla FC; 2502
G. Schennikov;  4800000;  1000;LWB, LM;PFC CSKA Moscow; 2503
N. Hult;  4600000;  1000;LB, LM, LWB;AEK Athens; 2504
L. Sané;  3600000;  7000;CB;Orlando City SC; 2505
Renatinho;  5500000; 21000;RW;Tianjin Quanjian FC; 2506
F. Rinaudo;  3700000; 14000;CDM, CM, CB;Rosario Central; 2507
M. Caraglio;  5500000; 24000;ST;Cruz Azul; 2508
Rafael;  4000000; 16000;GK;Reading; 2509
E. Stevens;  4800000; 29000;LWB;Sheffield United; 2510
F. Klos;  5000000; 17000;ST;DSC Arminia Bielefeld; 2511
A. Nyom;  4100000; 18000;RWB, RB;Getafe CF; 2512
M. Zeegelaar;  4800000; 47000;LB, LWB, LM;Watford; 2513
C. Clemens;  6000000; 23000;RM, LM;1. FC Köln; 2514
J. Larsen;  4800000; 15000;RB, CB, RM;Udinese; 2515
J. Obi;  5500000;  5000;CM;Chievo Verona; 2516
D. Sakho;  5500000; 38000;ST;Stade Rennais FC; 2517
C. Hourihane;  5500000; 47000;CM, CDM;Aston Villa; 2518
S. Ilsanker;  4600000; 35000;CDM, CB, RB;RB Leipzig; 2519
F. Hanin;  4600000; 10000;LB;Vitória Guimarães; 2520
M. Leckie;  5500000; 24000;RM, LM;Hertha BSC; 2521
Iñigo Pérez;  4300000; 23000;CDM, CM;CA Osasuna; 2522
Anselmo;  4600000; 20000;CDM, CM;Al Wehda; 2523
J. Toornstra;  5500000; 13000;CAM, CM;Feyenoord; 2524
Leandro Damião;  5500000; 11000;ST;Kawasaki Frontale; 2525
M. Linnes;  5000000; 45000;RB, LB;Galatasaray SK; 2526
R. Amalfitano;  5500000; 14000;CM, CDM;Dijon FCO; 2527
G. Tzavellas;  4200000; 12000;CB, LB;Alanyaspor; 2528
B. Dabo;  6000000; 40000;CM, CDM;Fiorentina; 2529
I. Nestorovski;  5500000; 17000;ST;Udinese; 2530
T. Klose;  4200000; 35000;CB;Norwich City; 2531
Ilie Sánchez;  5000000;  8000;CDM, CM;Sporting Kansas City; 2532
A. Christiansen;  5500000;  9000;CM;Malmö FF; 2533
Alan Patrick;  5500000;  1000;CAM, CDM;Shakhtar Donetsk; 2534
L. Hinterseer;  6000000; 15000;ST;Hamburger SV; 2535
Camilo;  5500000; 21000;ST;Club Tijuana; 2536
Hong Jeong Ho;  4700000; 10000;CB;Jeonbuk Hyundai Motors; 2537
Marafona;  3400000; 10000;GK;Alanyaspor; 2538
N. De Préville;  6000000; 30000;CF, LW;FC Girondins de Bordeaux; 2539
Diego;  4900000; 21000;LM;Deportivo Toluca; 2540
L. Krejčí;  6000000; 29000;LW, LM;Bologna; 2541
C. Ciano;  5500000;  5000;ST, CAM, CF;Frosinone; 2542
J. Sánchez Miño;  4600000; 18000;LB, LM;Independiente; 2543
L. Griffiths;  6000000; 48000;ST;Celtic; 2544
T. Serero;  5500000; 18000;CM, CDM;Vitesse; 2545
T. Bifouma;  6000000; 14000;RM, ST;Yeni Malatyaspor; 2546
M. Bakalorz;  4800000; 24000;CDM, CM;Hannover 96; 2547
Juan Carlos;  5500000;  9000;CAM;SD Huesca; 2548
L. Advíncula;  4600000;  8000;RB, RWB;Rayo Vallecano; 2549
Y. Yotún;  5500000; 23000;CM, LM, LB;Cruz Azul; 2550
L. Melgarejo;  5500000;  1000;RW, LB;Spartak Moscow; 2551
Diego Oliveira;  5500000; 12000;ST;FC Tokyo; 2552
Ewerton;  4600000; 12000;CB;Hamburger SV; 2553
M. Borjan;        0;     0;GK;Canada; 2554
J. Kopic;  5500000;  1000;LM, RM;Viktoria Plzeň; 2555
C. Atsu;  6000000; 33000;LM, RM;Newcastle United; 2556
H. Canteros;  5000000; 20000;CM, CDM;MKE Ankaragücü; 2557
João Pereira;  1600000; 17000;RB;Trabzonspor; 2558
M. Morozyuk;  4100000; 12000;RB, RM, LM;Çaykur Rizespor; 2559
B. Butko;  4800000;  1000;RB;Shakhtar Donetsk; 2560
Pedro Henrique;  5500000; 14000;RM, LM;Kayserispor; 2561
H. Gnohere;  5000000; 16000;ST;FCSB (Steaua); 2562
P. Capelle;  4400000; 20000;LM, CM, LB;Angers SCO; 2563
Jozabed;  5500000; 21000;CM, CDM, CAM;RC Celta; 2564
R. Ghezzal;  6000000; 63000;RW, RM;Leicester City; 2565
P. De Blasis;  4900000; 20000;LM, RM, RB;SD Eibar; 2566
A. Chumacero;  5500000;  9000;CM, RM;Puebla FC; 2567
A. Semenov;        0;     0;CB;Russia; 2568
R. Czichos;  4700000; 22000;CB, LB;1. FC Köln; 2569
A. Hahn;  5500000; 22000;RM, ST;FC Augsburg; 2570
F. Niederlechner;  6000000; 24000;ST;FC Augsburg; 2571
D. Lazović;  5500000; 16000;LM, RM;Hellas Verona; 2572
M. Pavlović;  4700000; 20000;CB;Angers SCO; 2573
F. Bachirou;  4800000;  8000;CDM, CM;Malmö FF; 2574
D. Rodríguez;  4800000; 12000;CDM, CM;Defensa y Justicia; 2575
N. Vikonis;  1500000;  4000;GK;Puebla FC; 2576
R. Pérez;  4700000;  4000;CB;Junior FC; 2577
D. Bocanegra;  3600000;  5000;CB, RB;Atlético Nacional; 2578
F. Pardo;  5500000; 24000;RW, CF, LW;Deportivo Toluca; 2579
W. Morelo;  4500000; 14000;ST;Club Atlético Colón; 2580
A. Ricaurte;  6000000;  4000;CAM, CDM, CM;Independiente Medellín; 2581
P. Goltz;  2100000; 18000;CB;Boca Juniors; 2582
D. González;  4800000; 18000;CM;Racing Club; 2583
S. Romero;  5500000; 20000;ST, RW, RM;Independiente; 2584
O. Opazo;  4800000;  8000;RB, RM, LB;Colo-Colo; 2585
L. Villafañez;  6000000; 11000;RM, CAM;Monarcas Morelia; 2586
B. Alemán;  5500000; 15000;CAM, LM, ST;Gimnasia y Esgrima La Plata; 2587
D. Braghieri;  3600000; 18000;CB;Club Tijuana; 2588
E. Kalinski;  3700000; 14000;CDM, CM;Estudiantes de La Plata; 2589
E. Puch;  4400000; 13000;LW, ST, LM;Universidad Católica; 2590
C. Rius;  5500000; 17000;RW, RM, ST;Rosario Central; 2591
R. Botta;  5500000; 19000;RM, CAM;San Lorenzo de Almagro; 2592
L. Zelarayán;  6000000; 53000;CAM, CM;Tigres U.A.N.L.; 2593
D. Kreilach;  5000000;  8000;CM, CAM, ST;Real Salt Lake; 2594
Idris;  2200000;  6000;CDM;Boavista FC; 2595
I. Slimani;  5000000; 63000;ST;Leicester City; 2596
A. Oyongo;  4800000; 25000;LWB;Montpellier HSC; 2597
Edgar Méndez;  5500000; 23000;RM, LM, LW;Cruz Azul; 2598
A. Chávez;  6000000; 17000;ST;Club Atlético Huracán; 2599
S. Vilakazi;        0;     0;CAM, CF, RW;South Africa; 2600
S. Özbayraklı;  4600000; 47000;RB;Galatasaray SK; 2601
P. Martinez;  4600000; 19000;CB;Nîmes Olympique; 2602
Eraso;  5500000; 26000;CAM;CD Leganés; 2603
C. Mayada;  4800000; 12000;RB, LB, RM;Atlético de San Luis; 2604
Sabin Merino;  6000000; 27000;LW, ST;CD Leganés; 2605
L. Gamba;  4500000; 17000;ST;Rosario Central; 2606
Jorge Miramón;  4400000; 19000;RB, RWB;Levante UD; 2607
Enaldo Praz;  4100000; 22000;LB, LWB;Grêmio; 2608
Jailson Caeiro;  5000000; 18000;RB, RM;Botafogo; 2609
Kel Perinho;  1700000; 10000;CB;Chapecoense; 2610
Hugo Goiteira;  5000000; 12000;CB;Ceará Sporting Club; 2611
Osvaldo Lodeiro;  4200000; 12000;CB, RB, LB;CSA - AL; 2612
Fabiano Sonta;  5000000; 22000;CB, CDM;Fluminense; 2613
Robson Denho;  5000000; 14000;CDM, CM;Avaí FC; 2614
Claudiano Sobrino;  1800000; 10000;CDM, CM;Chapecoense; 2615
Edvaldisco;  5000000; 18000;CDM, CM, CAM;Botafogo; 2616
Sebas Couteira;  4900000; 14000;CAM, RM;Atlético Paranaense; 2617
Kauã Abranches;  2500000;  9000;CAM, RM, RB;Fortaleza; 2618
Nicolás Formido;  4900000; 23000;CAM, LM, CM;Internacional; 2619
Victorino Magela;  3600000;  9000;GK;Bahia; 2620
Adrianiscito;  4000000; 18000;GK;Grêmio; 2621
Padilhisco;  5000000; 12000;LB, LM;Bahia; 2622
Jesus Andradaldo;  5000000; 21000;RB;Internacional; 2623
Enaldo Toxeto;  4200000; 22000;CB;Grêmio; 2624
Duirval Diniz;  1700000;  9000;CB, RB;Atlético Paranaense; 2625
Edercinho Sepa;  4300000; 22000;CDM;Grêmio; 2626
Pascoal Muscato;  5000000; 28000;CDM, CM;Santos; 2627
Elias Fontoira;  1800000; 15000;CDM;Internacional; 2628
Fábio Melitinho;  2500000; 18000;CAM, LM;Fluminense; 2629
Marlon Nideiro;  2500000; 18000;CAM;Grêmio; 2630
Jacson Zonta;  2500000;  9000;CAM, RM, LM;Goiás; 2631
Leo Caldeirinha;  2500000;  9000;CAM, LM;Goiás; 2632
Alvildo Sousa;  2500000; 11000;CAM, CM;Avaí FC; 2633
Hélton Celanova;  6000000; 25000;ST;Internacional; 2634
Erick Gameira;  6000000; 15000;ST, CF;Atlético Paranaense; 2635
Jadson Vidigal;  6000000; 27000;ST;Grêmio; 2636
Nuno da Costa;  6000000; 28000;ST;RC Strasbourg Alsace; 2637
N. Silva;  5500000; 12000;LM, CAM, RM;Argentinos Juniors; 2638
F. Zampedri;  5000000; 17000;ST;Rosario Central; 2639
Caio Milaçar;  2500000;  9000;CAM;Ceará Sporting Club; 2640
Salvi Sánchez;  5500000; 10000;RM;Cádiz CF; 2641
D. Benlamri;  4700000; 28000;CB, CDM;Al Shabab; 2642
Carlitos;  5500000; 11000;ST, CAM;Legia Warszawa; 2643
Douglas;  5000000;  5000;ST;Shimizu S-Pulse; 2644
M. Diop;  5000000; 15000;ST, CAM;Beijing Renhe FC; 2645
Enric Gallego;  4500000; 22000;ST;Getafe CF; 2646
E. Sarić;  5500000; 33000;CM, CDM;Al Ahli; 2647
I. Traoré;  5000000;  1000;CM, CAM, CDM;SK Slavia Praha; 2648
J. Kayamba;  6000000;  1000;RM;Viktoria Plzeň; 2649
J. Santigaro;        0;     0;GK;Ecuador; 2650
W. Faríñez;  7500000;  2000;GK;Millonarios FC; 2651
C. Romero;  8000000;  9000;CB, RB;Genoa; 2652
Brahim;  7500000; 58000;LW, RW;Real Madrid; 2653
R. James;  7000000; 31000;RB, CDM;Chelsea; 2654
I. Akhmetov;  7000000;  1000;CM, CAM;PFC CSKA Moscow; 2655
E. Håland;  6500000; 12000;ST;FC Red Bull Salzburg; 2656
M. Shaparenko;  7000000;  1000;CM, CDM, CAM;Dynamo Kyiv; 2657
Puado;  7000000; 18000;ST, CF, CAM;RCD Espanyol; 2658
R. Kent;  7000000; 55000;LW, LM, RW;Liverpool; 2659
S. Salcedo;  6500000;  9000;CB;Club Atlético Huracán; 2660
Unai Simón;  5500000; 11000;GK;Athletic Club de Bilbao; 2661
A. Tuanzebe;  6500000; 46000;CB, RB;Manchester United; 2662
T. Tomiyasu;  6500000; 16000;CB, CDM;Bologna; 2663
Maycon;  7000000;  1000;CM, CDM;Shakhtar Donetsk; 2664
I. Oblyakov;  7000000;  1000;CM, CAM;PFC CSKA Moscow; 2665
M. Senesi;  6500000; 13000;CB;San Lorenzo de Almagro; 2666
Óscar;  7000000; 17000;CAM, CM;CD Leganés; 2667
Stephen Eustáquio;  6500000; 16000;CDM, CM;Cruz Azul; 2668
Pedro Porro;  6000000;  8000;RWB, RB, RM;Real Valladolid CF; 2669
B. Drągowski;  5000000; 18000;GK;Fiorentina; 2670
D. Kownacki;  6500000; 22000;ST, LM, RM;Fortuna Düsseldorf; 2671
Fede;  6000000; 13000;CDM, CM, CB;Real Valladolid CF; 2672
J. Gélin;  6000000; 24000;CB, CDM;Stade Rennais FC; 2673
R. van Drongelen;  6000000;  8000;CB, LB;Hamburger SV; 2674
J. Eggestein;  6500000; 18000;RW, ST;SV Werder Bremen; 2675
M. Camara;  6000000;  1000;CDM, CM;Olympiacos CFP; 2676
Léo Jabá;  6500000;  1000;RM, LM;PAOK; 2677
D. Rossi;  6500000;  6000;LW, ST, RW;Los Angeles FC; 2678
L. Majer;  6500000;  1000;CAM, CM;Dinamo Zagreb; 2679
M. Mittelstädt;  6000000; 19000;LM, LB;Hertha BSC; 2680
A. Ćorić;  6000000; 26000;CAM, CM;Roma; 2681
Lyanco;  5500000; 25000;CB;Torino; 2682
Álvaro Tejero;  5500000; 14000;RB;SD Eibar; 2683
M. Pereira Lage;  6000000; 16000;LM;Angers SCO; 2684
S. Grandsir;  6000000; 14000;RM, LM;Stade Brestois 29; 2685
D. Okereke;  6500000; 15000;ST, RW;Club Brugge KV; 2686
M. Richter;  6000000; 15000;RM, RW, LM;FC Augsburg; 2687
J. Savarino;  6000000;  7000;RW, RM;Real Salt Lake; 2688
N. De la Cruz;  6000000; 16000;CAM, RM;River Plate; 2689
P. Rajkovic;  4800000; 14000;GK;Stade de Reims; 2690
R. Rojas;  5500000; 14000;CB;River Plate; 2691
L. Boyé;  6000000; 16000;LM, ST, CAM;Reading; 2692
M. Friedrich;  5500000; 23000;CB;1. FC Union Berlin; 2693
E. Unsain;  4500000;  7000;GK;Defensa y Justicia; 2694
B. Kuscevic;  5500000;  8000;CB;Universidad Católica; 2695
N. Fernández;  6000000; 11000;ST, LW;Defensa y Justicia; 2696
L. Haraslín;  6000000;  7000;LM, RM;Lechia Gdańsk; 2697
A. Donis;  6000000; 21000;ST, RM, LW;VfB Stuttgart; 2698
C. Montes;  5500000; 25000;CB;Monterrey; 2699
G. Larsonneur;  4500000; 10000;GK;Stade Brestois 29; 2700
M. Cafaro;  6000000; 20000;LM, CAM;Stade de Reims; 2701
M. Wöber;  5500000; 18000;CB, LB;FC Red Bull Salzburg; 2702
T. Fosu-Mensah;  5500000; 46000;RB, CB;Manchester United; 2703
Gabriel;  5500000; 18000;CB;LOSC Lille; 2704
C. Mepham;  5500000; 30000;CB;Bournemouth; 2705
S. Alakouch;  5500000; 12000;RB;Nîmes Olympique; 2706
Mama Baldé;  6000000; 12000;RW, RM, RB;Dijon FCO; 2707
Pau Torres;  5500000; 18000;CB;Villarreal CF; 2708
T. Bašić;  6000000; 21000;CM;FC Girondins de Bordeaux; 2709
Y. Benzia;  5500000; 25000;CAM, LM, CM;LOSC Lille; 2710
M. Stępiński;  5500000;  5000;ST, CF;Chievo Verona; 2711
R. Bazoer;  5500000; 14000;CM;Vitesse; 2712
C. Akpom;  5500000;  1000;ST;PAOK; 2713
D. Biraschi;  5000000; 11000;CB, RB;Genoa; 2714
I. Arboleda;  4300000;  8000;GK;Club Atlético Banfield; 2715
D. von Ballmoos;  4300000; 11000;GK;BSC Young Boys; 2716
B. Celina;  5500000; 20000;CAM, CM, LM;Swansea City; 2717
B. Mensah;  5500000; 11000;CAM, CDM;Kayserispor; 2718
Sivera;  4300000; 12000;GK;Deportivo Alavés; 2719
P. Olayinka;  5500000;  1000;LM, ST, RM;SK Slavia Praha; 2720
K. Iheanacho;  5500000; 51000;ST, CAM;Leicester City; 2721
Roger Guedes;  5500000; 15000;ST, LM, RM;Shandong Luneng TaiShan FC; 2722
U. Agbo;  5000000; 11000;CDM, CM;Standard de Liège; 2723
André Horta;  5500000; 10000;CM, CAM;SC Braga; 2724
F. Soldano;  5500000; 18000;ST;Boca Juniors; 2725
J. Cádiz;  5500000; 10000;ST;SL Benfica; 2726
F. Maouassa;  5000000; 20000;LB;Stade Rennais FC; 2727
R. Perraud;  5000000; 10000;LB;Stade Brestois 29; 2728
Aurélio Buta;  5000000;  9000;RB, RM;Royal Antwerp FC; 2729
V. Rosier;  5000000;  9000;RB, LB;Sporting CP; 2730
Kim Min Jae;  5000000; 12000;CB;Beijing Sinobo Guoan FC; 2731
U. Račić;  5000000;  7000;CDM, CM;Famalicão; 2732
O. Kolář;  4300000;  1000;GK;SK Slavia Praha; 2733
Luca Sangalli;  5500000; 18000;CM, CAM, RM;Real Sociedad; 2734
G. Zahid;  5500000;  1000;CAM, CM;Panathinaikos FC; 2735
A. Mawson;  4900000; 29000;CB;Fulham; 2736
H. Mukhtar;  5500000; 15000;CAM, CM;Brøndby IF; 2737
L. Phiri;  5000000;  6000;CDM, CM;En Avant de Guingamp; 2738
A. Sørloth;  5500000; 23000;ST, RW, LW;Trabzonspor; 2739
O. Ntcham;  5500000; 34000;CM, CDM;Celtic; 2740
J. Figal;  4900000; 15000;CB, RB;Independiente; 2741
Nélson Monte;  4900000;  7000;CB;Rio Ave FC; 2742
I. Success;  5500000; 43000;ST, RM, LM;Watford; 2743
A. Blin;  5000000; 12000;CDM, CM;Amiens SC; 2744
J. Omlin;  4100000; 15000;GK;FC Basel 1893; 2745
D. Blanco;  5500000; 15000;CM, RM;Independiente; 2746
R. Zentner;  4100000; 13000;GK;1. FSV Mainz 05; 2747
J. Kenny;  4900000; 18000;RB;FC Schalke 04; 2748
B. Kamara;  4100000; 14000;GK;RC Strasbourg Alsace; 2749
S. Mounié;  5500000; 26000;ST;Huddersfield Town; 2750
Arana;  5500000; 12000;LM, LB;Sevilla FC; 2751
G. Kerk;  5500000; 15000;RW, ST;FC Utrecht; 2752
Murilo;  5500000; 11000;LW, RW;SC Braga; 2753
U. Çakır;  4100000; 15000;GK;Trabzonspor; 2754
C. Roldan;  5000000;  6000;CDM, CM, RM;Seattle Sounders FC; 2755
A. De Sart;  5500000;  9000;CM, CDM, CAM;Royal Antwerp FC; 2756
D. Kamada;  5500000; 25000;CF, CAM;Eintracht Frankfurt; 2757
Álvaro Jiménez;  5500000;  7000;RM;Albacete BP; 2758
U. Bozok;  5500000;  7000;ST;FC Lorient; 2759
S. Plavšić;  5500000;  1000;LM, RM;Sparta Praha; 2760
Dani Raba;  5500000;  7000;RM, CAM;SD Huesca; 2761
David Juncà;  4700000; 16000;LB, LWB;RC Celta; 2762
M. Pigliacelli;  3900000;  7000;GK;Universitatea Craiova; 2763
J. Ibe;  5500000; 39000;RM;Bournemouth; 2764
S. Kapino;  3900000; 15000;GK;SV Werder Bremen; 2765
N. Murru;  4700000; 21000;LB;Sampdoria; 2766
P. Nardi;  3900000;  5000;GK;FC Lorient; 2767
C. Robinson;  5500000; 26000;ST, LM;Sheffield United; 2768
Moi Gómez;  5000000; 23000;CM, CDM;Villarreal CF; 2769
H. Magnússon;  4700000;  1000;CB, LB;PFC CSKA Moscow; 2770
Mattheus Oliveira;  5500000;  9000;CAM, CM;Sporting CP; 2771
Eugeni;  5500000;  7000;CAM, LM;SD Huesca; 2772
Edgar Ié;  4800000; 10000;CB, RB;Feyenoord; 2773
M. Stendera;  5500000; 22000;CM, CAM, CDM;Eintracht Frankfurt; 2774
F. Barba;  4800000; 14000;CB, LB;Real Valladolid CF; 2775
L. Öztunalı;  5500000; 19000;RM, RW, CM;1. FSV Mainz 05; 2776
R. Walter;  5500000; 21000;CM, CDM;OGC Nice; 2777
F. Campos;  4700000;  7000;RB, CB;Colo-Colo; 2778
F. Angileri;  4700000; 16000;LB, LM;River Plate; 2779
L. Janson;  5500000; 12000;ST, LM, LW;Vélez Sarsfield; 2780
M. Miazga;  4800000; 15000;CB;Reading; 2781
Rafa Soares;  4700000;  7000;LB;Vitória Guimarães; 2782
J. Dinenno;  5500000;  3000;ST;Deportivo Cali; 2783
G. Silva;  4800000; 15000;CB, LB;Independiente; 2784
M. Ilaimaharitra;  4900000; 10000;CDM, CM;Sporting de Charleroi; 2785
S. Ingason;  4800000;  1000;CB, RB;PAOK; 2786
J. Rinne;  3900000; 10000;GK;Aalborg BK; 2787
O. Tufan;  4900000; 35000;CDM, CM;Fenerbahçe SK; 2788
D. Toköz;  4900000; 35000;CDM, CM;Beşiktaş JK; 2789
T. Parker;  4700000;  7000;CB;New York Red Bulls; 2790
A. Zambo Anguissa;  4900000; 18000;CDM, CM;Villarreal CF; 2791
B. Ramselaar;  5500000; 12000;CAM, CM;PSV; 2792
T. Ouwejan;  4700000;  7000;LB, CM;AZ Alkmaar; 2793
J. Mišić;  5000000;  1000;CM;PAOK; 2794
A. Soto;  4700000; 15000;LB;Racing Club; 2795
Marc Navarro;  4700000; 18000;RB;CD Leganés; 2796
Carlos Ponck;  4800000; 22000;CB;Medipol Başakşehir FK; 2797
P. Aquino;  4900000; 18000;CDM, CM;Club León; 2798
R. Koch;  4900000; 15000;CDM, CB;SC Freiburg; 2799
Yuri Ribeiro;  4700000; 26000;LB;Nottingham Forest; 2800
Marcão;  5500000; 13000;ST;Hebei China Fortune FC; 2801
Wilson Manafá;  4700000;  9000;LB, RB;FC Porto; 2802
R. Yaremchuk;  5500000; 17000;ST, LW;KAA Gent; 2803
N. Radonjić;  5500000; 25000;LW, RW;Olympique de Marseille; 2804
Ignasi Miquel;  4600000;  8000;CB;Girona FC; 2805
J. Bryan;  4500000; 29000;LB, LWB;Fulham; 2806
H. Van Crombrugge;  3800000; 12000;GK;RSC Anderlecht; 2807
D. Roef;  3800000; 11000;GK;RSC Anderlecht; 2808
B. Samba;  3800000; 24000;GK;Nottingham Forest; 2809
Insua;  4600000; 20000;CB;FC Schalke 04; 2810
J. Uronen;  4600000; 11000;LB;KRC Genk; 2811
B. Djimsiti;  4600000; 34000;CB;Atalanta; 2812
Diego Lopes;  5000000;  8000;CAM, LW, CM;Rio Ave FC; 2813
T. Murg;  5000000; 14000;RM, CAM, CM;SK Rapid Wien; 2814
C. Paterson;  5500000; 22000;ST, CM, RB;Cardiff City; 2815
Frederico Venâncio;  4600000;  8000;CB;Vitória Guimarães; 2816
Samir;  4700000; 11000;CB, LB;Udinese; 2817
P. Arriola;  5000000;  6000;RM, RW, LW;DC United; 2818
E. Crivelli;  5500000; 27000;ST;Medipol Başakşehir FK; 2819
M. Sobottka;  4700000; 20000;CDM, CM;Fortuna Düsseldorf; 2820
D. Luckassen;  4700000; 11000;CB, CDM;PSV; 2821
W. Bou;  5000000; 14000;ST;Unión de Santa Fe; 2822
Hernani;  4700000; 28000;CDM, CM;Parma; 2823
Serginho;  5000000;  9000;ST, CAM;Kashima Antlers; 2824
G. Akkan;  3900000;  8000;GK;Çaykur Rizespor; 2825
J. Góralski;        0;     0;CDM;Poland; 2826
M. Mohammadi;  4500000; 15000;LB, LWB;KAA Gent; 2827
V. Jovanović;  4700000; 19000;CB;FC Girondins de Bordeaux; 2828
M. Mitrović;  4600000; 16000;CB;Club Brugge KV; 2829
Vesga;  4900000; 18000;CM;Athletic Club de Bilbao; 2830
Marc Muniesa;  4300000;  8000;CB, LB;Girona FC; 2831
M. Heča;  3600000;  1000;GK;Sparta Praha; 2832
Y. Sanogo;  5000000; 25000;ST;Toulouse Football Club; 2833
Álex Fernández;  5000000;  9000;CAM, CDM, CM;Cádiz CF; 2834
L. Moore;  4400000; 17000;CB;Reading; 2835
A. Limbombe;  5000000; 13000;LW;Standard de Liège; 2836
