ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
64;64;64;68;68;68;68;68;69;69;69;69;67;67;67;69;63;62;62;62;63;61;57;57;57;61; 0
61;61;61;68;66;66;66;68;67;67;67;67;61;61;61;67;52;46;46;46;52;47;34;34;34;47; 0
67;67;67;67;68;68;68;67;68;68;68;67;62;62;62;67;49;46;46;46;49;45;38;38;38;45; 0
63;63;63;67;66;66;66;67;67;67;67;68;68;68;68;68;69;67;67;67;69;68;64;64;64;68; 0
59;59;59;64;62;62;62;64;62;62;62;65;61;61;61;65;67;65;65;65;67;67;66;66;66;67; 0
45;45;45;43;43;43;43;43;43;43;43;45;47;47;47;45;58;60;60;60;58;60;67;67;67;60; 0
67;67;67;69;69;69;69;69;68;68;68;67;61;61;61;67;52;50;50;50;52;49;46;46;46;49; 0
59;59;59;63;63;63;63;63;65;65;65;65;68;68;68;65;64;67;67;67;64;63;63;63;63;63; 0
67;67;67;64;66;66;66;64;63;63;63;63;55;55;55;63;46;42;42;42;46;43;39;39;39;43; 0
61;61;61;65;65;65;65;65;67;67;67;67;68;68;68;67;66;65;65;65;66;65;62;62;62;65; 0
62;62;62;68;67;67;67;68;68;68;68;67;63;63;63;67;58;53;53;53;58;56;46;46;46;56; 0
67;67;67;63;66;66;66;63;64;64;64;62;58;58;58;62;46;48;48;48;46;44;45;45;45;44; 0
63;63;63;67;68;68;68;67;69;69;69;68;68;68;68;68;61;60;60;60;61;59;54;54;54;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
60;60;60;65;65;65;65;65;68;68;68;65;68;68;68;65;60;61;61;61;60;59;53;53;53;59; 0
67;67;67;62;64;64;64;62;61;61;61;61;58;58;58;61;52;53;53;53;52;52;54;54;54;52; 0
56;56;56;56;56;56;56;56;58;58;58;58;62;62;62;58;64;67;67;67;64;65;67;67;67;65; 0
55;55;55;53;53;53;53;53;53;53;53;55;59;59;59;55;65;68;68;68;65;66;69;69;69;66; 0
47;47;47;46;46;46;46;46;48;48;48;49;52;52;52;49;58;62;62;62;58;59;67;67;67;59; 0
59;59;59;63;61;61;61;63;62;62;62;65;63;63;63;65;67;65;65;65;67;67;65;65;65;67; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
60;60;60;63;62;62;62;63;63;63;63;64;65;65;65;64;67;66;66;66;67;67;66;66;66;67; 0
64;64;64;67;67;67;67;67;68;68;68;67;68;68;68;67;64;65;65;65;64;63;61;61;61;63; 0
45;45;45;46;46;46;46;46;49;49;49;50;55;55;55;50;61;66;66;66;61;63;67;67;67;63; 0
67;67;67;69;68;68;68;69;68;68;68;69;67;67;67;69;68;65;65;65;68;67;64;64;64;67; 0
67;67;67;67;67;67;67;67;67;67;67;66;61;61;61;66;52;50;50;50;52;49;46;46;46;49; 0
57;57;57;61;59;59;59;61;59;59;59;64;60;60;60;64;68;64;64;64;68;68;64;64;64;68; 0
66;66;66;68;67;67;67;68;67;67;67;68;67;67;67;68;68;67;67;67;68;67;65;65;65;67; 0
62;62;62;67;66;66;66;67;67;67;67;68;68;68;68;68;68;66;66;66;68;66;61;61;61;66; 0
61;61;61;68;67;67;67;68;68;68;68;67;61;61;61;67;51;48;48;48;51;48;37;37;37;48; 0
45;45;45;47;46;46;46;47;49;49;49;50;55;55;55;50;61;64;64;64;61;63;68;68;68;63; 0
57;57;57;65;63;63;63;65;66;66;66;67;67;67;67;67;64;63;63;63;64;62;59;59;59;62; 0
52;52;52;59;55;55;55;59;56;56;56;60;57;57;57;60;67;63;63;63;67;67;66;66;66;67; 0
61;61;61;64;62;62;62;64;62;62;62;65;61;61;61;65;67;63;63;63;67;67;64;64;64;67; 0
47;47;47;41;42;42;42;41;40;40;40;43;45;45;45;43;56;59;59;59;56;59;68;68;68;59; 0
61;61;61;62;62;62;62;62;63;63;63;64;65;65;65;64;65;67;67;67;65;65;65;65;65;65; 0
57;57;57;66;64;64;64;66;67;67;67;66;64;64;64;66;60;58;58;58;60;57;51;51;51;57; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
59;59;59;62;62;62;62;62;64;64;64;63;67;67;67;63;66;69;69;69;66;66;66;66;66;66; 0
57;57;57;61;59;59;59;61;59;59;59;64;60;60;60;64;68;66;66;66;68;68;69;69;69;68; 0
59;59;59;65;63;63;63;65;65;65;65;67;67;67;67;67;69;68;68;68;69;68;65;65;65;68; 0
46;46;46;48;46;46;46;48;46;46;46;50;50;50;50;50;63;61;61;61;63;65;67;67;67;65; 0
68;68;68;68;68;68;68;68;67;67;67;67;60;60;60;67;52;49;49;49;52;50;44;44;44;50; 0
52;52;52;52;50;50;50;52;51;51;51;53;53;53;53;53;61;62;62;62;61;62;67;67;67;62; 0
62;62;62;65;65;65;65;65;67;67;67;66;67;67;67;66;65;67;67;67;65;65;64;64;64;65; 0
68;68;68;66;68;68;68;66;66;66;66;64;59;59;59;64;47;45;45;45;47;45;41;41;41;45; 0
59;59;59;64;63;63;63;64;65;65;65;66;67;67;67;66;67;67;67;67;67;66;65;65;65;66; 0
64;64;64;68;67;67;67;68;67;67;67;68;63;63;63;68;56;53;53;53;56;54;47;47;47;54; 0
61;61;61;64;62;62;62;64;62;62;62;65;62;62;62;65;68;65;65;65;68;67;66;66;66;67; 0
64;64;64;67;67;67;67;67;67;67;67;67;63;63;63;67;54;51;51;51;54;51;44;44;44;51; 0
53;53;53;49;50;50;50;49;49;49;49;50;53;53;53;50;59;61;61;61;59;61;67;67;67;61; 0
62;62;62;67;65;65;65;67;66;66;66;68;62;62;62;68;56;51;51;51;56;52;41;41;41;52; 0
67;67;67;63;65;65;65;63;63;63;63;61;55;55;55;61;41;40;40;40;41;39;37;37;37;39; 0
44;44;44;42;42;42;42;42;43;43;43;45;49;49;49;45;58;62;62;62;58;61;68;68;68;61; 0
58;58;58;60;59;59;59;60;57;57;57;61;59;59;59;61;68;64;64;64;68;68;67;67;67;68; 0
44;44;44;39;40;40;40;39;40;40;40;42;45;45;45;42;56;58;58;58;56;59;67;67;67;59; 0
63;63;63;63;63;63;63;63;64;64;64;64;66;66;66;64;67;68;68;68;67;67;68;68;68;67; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
68;68;68;68;68;68;68;68;68;68;68;68;62;62;62;68;51;49;49;49;51;48;43;43;43;48; 0
48;48;48;46;47;47;47;46;48;48;48;49;54;54;54;49;59;63;63;63;59;61;68;68;68;61; 0
62;62;62;67;67;67;67;67;67;67;67;67;66;66;66;67;63;61;61;61;63;61;54;54;54;61; 0
44;44;44;45;47;47;47;45;51;51;51;49;59;59;59;49;59;68;68;68;59;60;68;68;68;60; 0
63;63;63;67;65;65;65;67;66;66;66;67;62;62;62;67;56;54;54;54;56;53;48;48;48;53; 0
57;57;57;68;63;63;63;68;65;65;65;67;59;59;59;67;55;48;48;48;55;51;39;39;39;51; 0
62;62;62;69;67;67;67;69;69;69;69;69;68;68;68;69;66;64;64;64;66;65;59;59;59;65; 0
67;67;67;67;68;68;68;67;67;67;67;66;60;60;60;66;48;46;46;46;48;45;40;40;40;45; 0
63;63;63;65;65;65;65;65;66;66;66;66;67;67;67;66;66;67;67;67;66;65;64;64;64;65; 0
64;64;64;67;66;66;66;67;67;67;67;67;62;62;62;67;53;50;50;50;53;50;44;44;44;50; 0
62;62;62;66;66;66;66;66;67;67;67;67;67;67;67;67;64;64;64;64;64;63;59;59;59;63; 0
68;68;68;65;66;66;66;65;64;64;64;63;56;56;56;63;48;44;44;44;48;46;42;42;42;46; 0
62;62;62;68;66;66;66;68;65;65;65;67;56;56;56;67;54;46;46;46;54;51;39;39;39;51; 0
66;66;66;69;67;67;67;69;66;66;66;67;61;61;61;67;56;50;50;50;56;53;44;44;44;53; 0
48;48;48;49;51;51;51;49;55;55;55;53;62;62;62;53;61;67;67;67;61;62;67;67;67;62; 0
55;55;55;57;58;58;58;57;60;60;60;59;64;64;64;59;63;67;67;67;63;63;66;66;66;63; 0
60;60;60;62;61;61;61;62;64;64;64;64;67;67;67;64;66;67;67;67;66;65;65;65;65;65; 0
66;66;66;68;68;68;68;68;68;68;68;67;60;60;60;67;47;44;44;44;47;43;36;36;36;43; 0
63;63;63;65;65;65;65;65;66;66;66;66;68;68;68;66;66;68;68;68;66;65;66;66;66;65; 0
61;61;61;67;66;66;66;67;68;68;68;67;62;62;62;67;53;50;50;50;53;49;41;41;41;49; 0
46;46;46;42;43;43;43;42;42;42;42;44;46;46;46;44;57;59;59;59;57;60;67;67;67;60; 0
67;67;67;60;63;63;63;60;60;60;60;57;52;52;52;57;43;42;42;42;43;42;43;43;43;42; 0
59;59;59;54;56;56;56;54;57;57;57;55;61;61;61;55;63;68;68;68;63;64;71;71;71;64; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
68;68;68;65;67;67;67;65;65;65;65;64;58;58;58;64;46;42;42;42;46;43;37;37;37;43; 0
57;57;57;59;59;59;59;59;61;61;61;61;64;64;64;61;65;68;68;68;65;65;67;67;67;65; 0
63;63;63;69;67;67;67;69;67;67;67;67;61;61;61;67;57;53;53;53;57;55;50;50;50;55; 0
64;64;64;67;67;67;67;67;68;68;68;67;68;68;68;67;64;64;64;64;64;63;60;60;60;63; 0
54;54;54;49;51;51;51;49;50;50;50;52;55;55;55;52;61;64;64;64;61;63;68;68;68;63; 0
68;68;68;67;68;68;68;67;65;65;65;65;60;60;60;65;59;56;56;56;59;58;56;56;56;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
49;49;49;46;47;47;47;46;47;47;47;48;51;51;51;48;59;61;61;61;59;61;67;67;67;61; 0
61;61;61;63;65;65;65;63;66;66;66;65;67;67;67;65;65;66;66;66;65;65;62;62;62;65; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
56;56;56;56;57;57;57;56;59;59;59;58;62;62;62;58;63;67;67;67;63;63;68;68;68;63; 0
68;68;68;62;65;65;65;62;62;62;62;59;55;55;55;59;44;44;44;44;44;43;44;44;44;43; 0
64;64;64;68;67;67;67;68;67;67;67;68;63;63;63;68;55;52;52;52;55;51;43;43;43;51; 0
61;61;61;68;67;67;67;68;67;67;67;68;63;63;63;68;59;55;55;55;59;57;50;50;50;57; 0
66;66;66;67;67;67;67;67;68;68;68;66;64;64;64;66;55;56;56;56;55;54;53;53;53;54; 0
62;62;62;66;64;64;64;66;65;65;65;67;64;64;64;67;68;64;64;64;68;67;64;64;64;67; 0
68;68;68;65;67;67;67;65;64;64;64;64;58;58;58;64;49;48;48;48;49;46;45;45;45;46; 0
67;67;67;63;65;65;65;63;62;62;62;63;55;55;55;63;46;44;44;44;46;44;42;42;42;44; 0
58;58;58;64;61;61;61;64;63;63;63;64;64;64;64;64;68;66;66;66;68;67;66;66;66;67; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
63;63;63;67;66;66;66;67;67;67;67;67;66;66;66;67;61;61;61;61;61;59;56;56;56;59; 0
67;67;67;68;68;68;68;68;68;68;68;68;66;66;66;68;63;63;63;63;63;63;61;61;61;63; 0
50;50;50;53;51;51;51;53;52;52;52;55;55;55;55;55;63;63;63;63;63;64;67;67;67;64; 0
64;64;64;64;65;65;65;64;66;66;66;65;67;67;67;65;64;67;67;67;64;63;65;65;65;63; 0
64;64;64;69;67;67;67;69;67;67;67;68;60;60;60;68;57;52;52;52;57;54;49;49;49;54; 0
62;62;62;67;66;66;66;67;68;68;68;68;63;63;63;68;53;50;50;50;53;49;41;41;41;49; 0
66;66;66;68;68;68;68;68;67;67;67;68;61;61;61;68;55;51;51;51;55;52;45;45;45;52; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
59;59;59;63;61;61;61;63;63;63;63;65;65;65;65;65;68;68;68;68;68;68;67;67;67;68; 0
61;61;61;68;66;66;66;68;67;67;67;68;65;65;65;68;62;59;59;59;62;60;51;51;51;60; 0
48;48;48;41;43;43;43;41;42;42;42;43;47;47;47;43;56;60;60;60;56;59;67;67;67;59; 0
58;58;58;56;59;59;59;56;60;60;60;58;64;64;64;58;62;68;68;68;62;63;68;68;68;63; 0
57;57;57;63;60;60;60;63;61;61;61;64;61;61;61;64;68;64;64;64;68;67;62;62;62;67; 0
61;61;61;66;64;64;64;66;66;66;66;66;66;66;66;66;67;67;67;67;67;67;67;67;67;67; 0
55;55;55;62;59;59;59;62;61;61;61;64;63;63;63;64;68;67;67;67;68;68;68;68;68;68; 0
61;61;61;66;65;65;65;66;67;67;67;67;68;68;68;67;65;65;65;65;65;63;59;59;59;63; 0
59;59;59;60;62;62;62;60;63;63;63;63;65;65;65;63;64;67;67;67;64;64;66;66;66;64; 0
67;67;67;69;69;69;69;69;68;68;68;67;59;59;59;67;49;44;44;44;49;45;38;38;38;45; 0
44;44;44;42;42;42;42;42;43;43;43;44;47;47;47;44;59;60;60;60;59;62;67;67;67;62; 0
53;53;53;57;56;56;56;57;59;59;59;60;63;63;63;60;65;67;67;67;65;65;64;64;64;65; 0
58;58;58;64;62;62;62;64;65;65;65;67;68;68;68;67;69;70;70;70;69;68;68;68;68;68; 0
64;64;64;68;67;67;67;68;68;68;68;68;63;63;63;68;53;51;51;51;53;50;41;41;41;50; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
67;67;67;63;63;63;63;63;60;60;60;61;54;54;54;61;52;47;47;47;52;50;49;49;49;50; 0
52;52;52;51;51;51;51;51;50;50;50;53;53;53;53;53;63;62;62;62;63;65;68;68;68;65; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
42;42;42;40;41;41;41;40;42;42;42;43;47;47;47;43;56;60;60;60;56;59;68;68;68;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
61;61;61;63;64;64;64;63;65;65;65;64;67;67;67;64;65;68;68;68;65;64;66;66;66;64; 0
67;67;67;68;68;68;68;68;66;66;66;67;58;58;58;67;48;42;42;42;48;45;36;36;36;45; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
66;66;66;67;67;67;67;67;67;67;67;68;63;63;63;68;55;53;53;53;55;53;47;47;47;53; 0
57;57;57;61;61;61;61;61;62;62;62;63;64;64;64;63;65;67;67;67;65;65;65;65;65;65; 0
67;67;67;64;65;65;65;64;64;64;64;64;60;60;60;64;48;47;47;47;48;45;42;42;42;45; 0
57;57;57;59;60;60;60;59;62;62;62;61;65;65;65;61;66;68;68;68;66;66;67;67;67;66; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
57;57;57;58;58;58;58;58;59;59;59;61;63;63;63;61;66;67;67;67;66;66;67;67;67;66; 0
56;56;56;61;60;60;60;61;62;62;62;63;65;65;65;63;67;68;68;68;67;67;65;65;65;67; 0
57;57;57;59;56;56;56;59;57;57;57;61;59;59;59;61;67;64;64;64;67;67;67;67;67;67; 0
65;65;65;68;66;66;66;68;67;67;67;68;67;67;67;68;68;67;67;67;68;68;66;66;66;68; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
52;52;52;57;55;55;55;57;57;57;57;62;62;62;62;62;68;67;67;67;68;68;68;68;68;68; 0
43;43;43;45;45;45;45;45;49;49;49;49;55;55;55;49;58;64;64;64;58;60;67;67;67;60; 0
67;67;67;70;69;69;69;70;69;69;69;68;61;61;61;68;58;53;53;53;58;57;52;52;52;57; 0
63;63;63;68;65;65;65;68;65;65;65;68;63;63;63;68;69;64;64;64;69;68;62;62;62;68; 0
59;59;59;57;58;58;58;57;59;59;59;58;63;63;63;58;64;67;67;67;64;65;68;68;68;65; 0
64;64;64;69;68;68;68;69;69;69;69;67;63;63;63;67;51;48;48;48;51;48;40;40;40;48; 0
67;67;67;66;66;66;66;66;63;63;63;64;55;55;55;64;49;45;45;45;49;47;44;44;44;47; 0
50;50;50;49;48;48;48;49;47;47;47;51;52;52;52;51;63;61;61;61;63;64;67;67;67;64; 0
67;67;67;61;64;64;64;61;61;61;61;59;55;55;55;59;44;43;43;43;44;42;40;40;40;42; 0
65;65;65;68;67;67;67;68;66;66;66;65;57;57;57;65;48;44;44;44;48;46;40;40;40;46; 0
68;68;68;63;65;65;65;63;62;62;62;61;56;56;56;61;46;46;46;46;46;45;45;45;45;45; 0
67;67;67;67;68;68;68;67;68;68;68;66;60;60;60;66;49;49;49;49;49;47;45;45;45;47; 0
50;50;50;49;49;49;49;49;50;50;50;51;54;54;54;51;60;63;63;63;60;61;68;68;68;61; 0
56;56;56;63;62;62;62;63;64;64;64;65;68;68;68;65;67;67;67;67;67;65;61;61;61;65; 0
50;50;50;52;50;50;50;52;51;51;51;55;55;55;55;55;67;65;65;65;67;68;70;70;70;68; 0
47;47;47;54;49;49;49;54;50;50;50;57;53;53;53;57;68;62;62;62;68;68;63;63;63;68; 0
67;67;67;64;67;67;67;64;67;67;67;64;68;68;68;64;64;68;68;68;64;64;67;67;67;64; 0
68;68;68;68;68;68;68;68;66;66;66;67;59;59;59;67;51;46;46;46;51;48;43;43;43;48; 0
59;59;59;60;60;60;60;60;61;61;61;62;65;65;65;62;66;68;68;68;66;67;68;68;68;67; 0
60;60;60;61;59;59;59;61;59;59;59;63;61;61;61;63;68;66;66;66;68;68;67;67;67;68; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
67;67;67;68;67;67;67;68;65;65;65;68;59;59;59;68;54;49;49;49;54;52;44;44;44;52; 0
62;62;62;66;66;66;66;66;67;67;67;66;65;65;65;66;56;56;56;56;56;54;50;50;50;54; 0
53;53;53;51;52;52;52;51;53;53;53;53;58;58;58;53;61;65;65;65;61;62;67;67;67;62; 0
54;54;54;55;55;55;55;55;56;56;56;58;61;61;61;58;63;66;66;66;63;64;68;68;68;64; 0
42;42;42;41;41;41;41;41;44;44;44;46;51;51;51;46;59;63;63;63;59;61;68;68;68;61; 0
67;67;67;69;68;68;68;69;66;66;66;68;60;60;60;68;56;52;52;52;56;53;48;48;48;53; 0
68;68;68;69;68;68;68;69;66;66;66;67;57;57;57;67;49;44;44;44;49;46;39;39;39;46; 0
58;58;58;62;61;61;61;62;62;62;62;65;65;65;65;65;68;68;68;68;68;68;68;68;68;68; 0
67;67;67;69;68;68;68;69;67;67;67;69;60;60;60;69;54;50;50;50;54;51;44;44;44;51; 0
59;59;59;63;62;62;62;63;64;64;64;65;67;67;67;65;69;70;70;70;69;68;67;67;67;68; 0
57;57;57;62;60;60;60;62;62;62;62;64;64;64;64;64;68;67;67;67;68;67;66;66;66;67; 0
61;61;61;67;67;67;67;67;69;69;69;67;68;68;68;67;62;66;66;66;62;60;62;62;62;60; 0
58;58;58;62;60;60;60;62;61;61;61;65;62;62;62;65;68;64;64;64;68;68;63;63;63;68; 0
61;61;61;64;65;65;65;64;67;67;67;66;67;67;67;66;59;62;62;62;59;56;55;55;55;56; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
66;66;66;69;68;68;68;69;69;69;69;68;66;66;66;68;60;58;58;58;60;58;53;53;53;58; 0
45;45;45;41;42;42;42;41;43;43;43;45;50;50;50;45;60;62;62;62;60;62;67;67;67;62; 0
50;50;50;48;49;49;49;48;50;50;50;51;54;54;54;51;60;63;63;63;60;62;68;68;68;62; 0
49;49;49;47;48;48;48;47;50;50;50;50;56;56;56;50;59;64;64;64;59;61;67;67;67;61; 0
64;64;64;68;67;67;67;68;67;67;67;67;61;61;61;67;53;49;49;49;53;50;42;42;42;50; 0
66;66;66;68;67;67;67;68;66;66;66;68;65;65;65;68;69;66;66;66;69;68;65;65;65;68; 0
64;64;64;65;66;66;66;65;67;67;67;67;68;68;68;67;63;64;64;64;63;61;59;59;59;61; 0
44;44;44;41;41;41;41;41;43;43;43;43;48;48;48;43;54;60;60;60;54;57;67;67;67;57; 0
64;64;64;65;65;65;65;65;66;66;66;65;67;67;67;65;65;67;67;67;65;65;65;65;65;65; 0
50;50;50;57;54;54;54;57;55;55;55;61;59;59;59;61;67;63;63;63;67;67;63;63;63;67; 0
60;60;60;66;64;64;64;66;65;65;65;67;61;61;61;67;58;55;55;55;58;55;50;50;50;55; 0
49;49;49;42;45;45;45;42;47;47;47;45;55;55;55;45;55;65;65;65;55;58;67;67;67;58; 0
67;67;67;68;68;68;68;68;67;67;67;67;62;62;62;67;54;52;52;52;54;51;46;46;46;51; 0
48;48;48;46;47;47;47;46;49;49;49;49;53;53;53;49;59;63;63;63;59;61;67;67;67;61; 0
50;50;50;52;51;51;51;52;55;55;55;56;60;60;60;56;64;66;66;66;64;65;67;67;67;65; 0
63;63;63;69;67;67;67;69;67;67;67;69;61;61;61;69;55;49;49;49;55;52;44;44;44;52; 0
61;61;61;68;66;66;66;68;68;68;68;67;64;64;64;67;56;54;54;54;56;52;46;46;46;52; 0
51;51;51;48;49;49;49;48;49;49;49;49;52;52;52;49;58;61;61;61;58;59;67;67;67;59; 0
51;51;51;44;47;47;47;44;45;45;45;46;50;50;50;46;58;61;61;61;58;61;68;68;68;61; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
62;62;62;69;68;68;68;69;70;70;70;69;68;68;68;69;60;58;58;58;60;57;49;49;49;57; 0
64;64;64;69;68;68;68;69;67;67;67;68;59;59;59;68;52;47;47;47;52;49;41;41;41;49; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
60;60;60;66;64;64;64;66;66;66;66;67;67;67;67;67;69;67;67;67;69;68;65;65;65;68; 0
59;59;59;63;61;61;61;63;61;61;61;65;61;61;61;65;67;64;64;64;67;67;64;64;64;67; 0
44;44;44;42;42;42;42;42;44;44;44;45;48;48;48;45;58;61;61;61;58;61;68;68;68;61; 0
52;52;52;53;53;53;53;53;54;54;54;57;57;57;57;57;64;64;64;64;64;65;67;67;67;65; 0
58;58;58;61;60;60;60;61;60;60;60;63;61;61;61;63;68;65;65;65;68;67;66;66;66;67; 0
60;60;60;65;65;65;65;65;67;67;67;66;67;67;67;66;62;62;62;62;62;60;55;55;55;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
54;54;54;51;52;52;52;51;51;51;51;54;55;55;55;54;62;64;64;64;62;63;67;67;67;63; 0
67;67;67;64;66;66;66;64;64;64;64;62;57;57;57;62;44;42;42;42;44;41;37;37;37;41; 0
62;62;62;70;68;68;68;70;70;70;70;69;67;67;67;69;62;62;62;62;62;60;55;55;55;60; 0
47;47;47;44;46;46;46;44;49;49;49;49;55;55;55;49;58;64;64;64;58;59;67;67;67;59; 0
66;66;66;65;66;66;66;65;67;67;67;66;67;67;67;66;62;65;65;65;62;61;63;63;63;61; 0
64;64;64;66;67;67;67;66;68;68;68;67;65;65;65;67;55;55;55;55;55;51;47;47;47;51; 0
61;61;61;63;63;63;63;63;66;66;66;65;69;69;69;65;65;68;68;68;65;64;63;63;63;64; 0
58;58;58;61;61;61;61;61;63;63;63;64;67;67;67;64;66;69;69;69;66;65;66;66;66;65; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
53;53;53;58;55;55;55;58;57;57;57;60;59;59;59;60;67;63;63;63;67;67;64;64;64;67; 0
61;61;61;65;65;65;65;65;67;67;67;66;67;67;67;66;63;64;64;64;63;61;59;59;59;61; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;69
54;54;54;50;53;53;53;50;53;53;53;52;58;58;58;52;58;64;64;64;58;58;67;67;67;58; 0
61;61;61;59;61;61;61;59;61;61;61;60;64;64;64;60;63;67;67;67;63;63;68;68;68;63; 0
62;62;62;67;65;65;65;67;66;66;66;67;66;66;66;67;68;67;67;67;68;67;63;63;63;67; 0
59;59;59;65;64;64;64;65;65;65;65;66;66;66;66;66;68;65;65;65;68;67;62;62;62;67; 0
62;62;62;69;67;67;67;69;68;68;68;68;63;63;63;68;52;49;49;49;52;48;41;41;41;48; 0
45;45;45;40;41;41;41;40;42;42;42;43;49;49;49;43;56;62;62;62;56;58;67;67;67;58; 0
62;62;62;67;65;65;65;67;66;66;66;68;62;62;62;68;58;54;54;54;58;56;47;47;47;56; 0
62;62;62;60;62;62;62;60;64;64;64;62;67;67;67;62;61;67;67;67;61;61;65;65;65;61; 0
45;45;45;43;44;44;44;43;45;45;45;47;51;51;51;47;59;63;63;63;59;61;68;68;68;61; 0
67;67;67;62;65;65;65;62;64;64;64;60;57;57;57;60;44;46;46;46;44;42;44;44;44;42; 0
55;55;55;59;57;57;57;59;57;57;57;60;58;58;58;60;68;64;64;64;68;68;67;67;67;68; 0
51;51;51;52;52;52;52;52;54;54;54;56;58;58;58;56;65;67;67;67;65;66;68;68;68;66; 0
46;46;46;45;47;47;47;45;51;51;51;50;57;57;57;50;59;66;66;66;59;62;67;67;67;62; 0
49;49;49;47;47;47;47;47;47;47;47;49;51;51;51;49;60;62;62;62;60;62;68;68;68;62; 0
